train_acc,test_acc,dataset,seed
23.733333333333334,16.666666666666668,lumpy,0
35.4,16.666666666666668,lumpy,0
38.13333333333333,26.133333333333333,lumpy,0
42.4,32.86666666666667,lumpy,0
45.2,38.733333333333334,lumpy,0
49.2,40.8,lumpy,0
50.333333333333336,41.86666666666667,lumpy,0
52.6,39.8,lumpy,0
56.6,46.06666666666667,lumpy,0
58.666666666666664,45.93333333333333,lumpy,0
59.06666666666667,47.333333333333336,lumpy,0
62.0,49.0,lumpy,0
61.53333333333333,48.2,lumpy,0
63.666666666666664,50.733333333333334,lumpy,0
65.46666666666667,48.93333333333333,lumpy,0
67.46666666666667,47.46666666666667,lumpy,0
68.0,54.46666666666667,lumpy,0
68.2,52.266666666666666,lumpy,0
70.6,55.666666666666664,lumpy,0
70.2,56.2,lumpy,0
70.4,53.666666666666664,lumpy,0
72.0,55.266666666666666,lumpy,0
74.86666666666666,57.2,lumpy,0
75.06666666666666,57.86666666666667,lumpy,0
75.53333333333333,55.53333333333333,lumpy,0
79.26666666666667,58.2,lumpy,0
76.66666666666667,59.2,lumpy,0
77.6,61.333333333333336,lumpy,0
77.73333333333333,59.06666666666667,lumpy,0
80.2,60.13333333333333,lumpy,0
82.13333333333334,63.0,lumpy,0
81.53333333333333,61.6,lumpy,0
81.73333333333333,62.733333333333334,lumpy,0
83.6,63.13333333333333,lumpy,0
84.4,64.33333333333333,lumpy,0
85.73333333333333,62.266666666666666,lumpy,0
84.33333333333333,62.666666666666664,lumpy,0
85.66666666666667,62.53333333333333,lumpy,0
85.53333333333333,64.26666666666667,lumpy,0
84.33333333333333,65.2,lumpy,0
85.53333333333333,65.4,lumpy,0
86.73333333333333,62.8,lumpy,0
88.13333333333334,65.33333333333333,lumpy,0
88.0,67.4,lumpy,0
88.0,66.86666666666666,lumpy,0
88.06666666666666,67.26666666666667,lumpy,0
88.8,64.93333333333334,lumpy,0
87.93333333333334,64.86666666666666,lumpy,0
88.8,65.53333333333333,lumpy,0
88.73333333333333,67.8,lumpy,0
90.53333333333333,68.26666666666667,lumpy,0
89.6,69.0,lumpy,0
90.8,68.06666666666666,lumpy,0
90.33333333333333,69.06666666666666,lumpy,0
91.66666666666667,66.13333333333334,lumpy,0
92.4,66.33333333333333,lumpy,0
90.93333333333334,66.86666666666666,lumpy,0
92.4,69.33333333333333,lumpy,0
91.53333333333333,70.46666666666667,lumpy,0
91.13333333333334,67.66666666666667,lumpy,0
92.53333333333333,70.46666666666667,lumpy,0
93.13333333333334,70.33333333333333,lumpy,0
93.0,70.33333333333333,lumpy,0
92.26666666666667,70.33333333333333,lumpy,0
94.0,70.53333333333333,lumpy,0
93.06666666666666,71.0,lumpy,0
92.53333333333333,69.93333333333334,lumpy,0
93.73333333333333,70.0,lumpy,0
93.73333333333333,70.8,lumpy,0
93.06666666666666,69.8,lumpy,0
94.4,71.0,lumpy,0
94.66666666666667,68.86666666666666,lumpy,0
93.86666666666666,69.33333333333333,lumpy,0
94.2,68.66666666666667,lumpy,0
93.93333333333334,71.06666666666666,lumpy,0
94.53333333333333,70.6,lumpy,0
95.53333333333333,71.4,lumpy,0
94.73333333333333,72.33333333333333,lumpy,0
95.73333333333333,70.4,lumpy,0
95.6,69.53333333333333,lumpy,0
95.26666666666667,71.6,lumpy,0
95.46666666666667,72.0,lumpy,0
95.13333333333334,71.06666666666666,lumpy,0
94.73333333333333,70.73333333333333,lumpy,0
96.53333333333333,70.93333333333334,lumpy,0
95.06666666666666,71.33333333333333,lumpy,0
95.26666666666667,71.53333333333333,lumpy,0
95.0,70.13333333333334,lumpy,0
96.4,71.93333333333334,lumpy,0
96.6,71.53333333333333,lumpy,0
96.53333333333333,71.93333333333334,lumpy,0
96.13333333333334,72.06666666666666,lumpy,0
97.0,72.86666666666666,lumpy,0
97.13333333333334,71.46666666666667,lumpy,0
96.53333333333333,72.06666666666666,lumpy,0
96.73333333333333,69.66666666666667,lumpy,0
96.66666666666667,73.2,lumpy,0
97.33333333333333,71.6,lumpy,0
97.6,73.0,lumpy,0
97.4,73.0,lumpy,0
96.2,72.46666666666667,lumpy,0
